rule,repository,commit,file,cell,line,source,label,rationale,reviewer,reviewed_on
QXL000,ajavadia/big-cats,f9860101c8fc1f3f60c94dc114502279491de9d8,submit_parity.py,,62,qc.barrier([q],true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,ajavadia/big-cats,f9860101c8fc1f3f60c94dc114502279491de9d8,submit_population.py,,79,qc.barrier([q],true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,alia5252/Q_HIRS,117a81af44157ae060a1fad0f43f38281c637571,statistics.py,,1,"""""""",true-positive-unparsable,"Source neither CPython nor IPython accepts. Every .py finding was handed to CPython compile(), which rejected it; every notebook cell was checked to be sure the reported line is not an IPython magic or shell escape.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,amazon-braket/qiskit-braket-provider,8abfac5b6af8c468620bbe744fda8afe2f8183a4,docs/how_tos/3_how_to_qiskit_hybrid_job.ipynb,1,1,! cat ./data/3_hybrid_jobs/algorithm_script.py,false-positive,"IPython shell escape, not Python. The magic detector required a letter after the `!`, so `! cmd`, `!{sys.executable} ...` and `!./cmd` were left in the cell and it failed to parse. Fixed on 2026-08-09; qxlint no longer reports this line.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,amazon-braket/qiskit-braket-provider,8abfac5b6af8c468620bbe744fda8afe2f8183a4,docs/how_tos/3_how_to_qiskit_hybrid_job.ipynb,2,1,! cat ./data/3_hybrid_jobs/Dockerfile,false-positive,"IPython shell escape, not Python. The magic detector required a letter after the `!`, so `! cmd`, `!{sys.executable} ...` and `!./cmd` were left in the cell and it failed to parse. Fixed on 2026-08-09; qxlint no longer reports this line.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,anandk3012/sdes-vqa,e246008f433f1a001db94c9444fada3f4f76fa22,notebooks/visualization_testing.ipynb,6,14,estimator =,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,andre-gray/computational-astro-AI,a4d6f759eb7779a6b6cdc138fad10724d5936b62,part_2_algorithms/ch07_sph/cubic_spline_kernel.py,,8,"""""""",true-positive-unparsable,"Source neither CPython nor IPython accepts. Every .py finding was handed to CPython compile(), which rejected it; every notebook cell was checked to be sure the reported line is not an IPython magic or shell escape.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,andre-gray/computational-astro-AI,a4d6f759eb7779a6b6cdc138fad10724d5936b62,part_3_frontier/ch15_ethics/carbon_calculator.py,,68,"print(f""{region:<12} | {energy:<12.0f} | {co2:<10.1f} | {miles:.0f}"")s",true-positive-unparsable,"Source neither CPython nor IPython accepts. Every .py finding was handed to CPython compile(), which rejected it; every notebook cell was checked to be sure the reported line is not an IPython magic or shell escape.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,anulum/sc-neurocore,e633d1c15f8429d0538b7ab778dc7f83194d3f1d,notebooks/05_nir_bridge.ipynb,9,7,"print(f""",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,anulum/sc-neurocore,e633d1c15f8429d0538b7ab778dc7f83194d3f1d,notebooks/quickstart_colab.ipynb,,1,!pip install -q sc-neurocore,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,brodriguesdemiranda/QVR4GW,23dfcbbda8dc65c7870470814b7e8bb96bf2989b,fisher.py,,235,if i > 0:,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,brodriguesdemiranda/QVR4GW,23dfcbbda8dc65c7870470814b7e8bb96bf2989b,utils.py,,164,"def create_diagonal_circuit(gammas: torch.Tensor, n_qubits: int, k: int=None)",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,01-程式與數學/_more/_code/04-scipy/anovaTest1.py,,11,p = 1.845e-9 < 0.05，不接受H0: μ1 = μ2 = μ3  = μ4，飼料效果不同。,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,01-程式與數學/書籍/_舊版/02-代數/_code/06a-向量運算/vector.py,,41,if __name__ == '__main__':,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,01-程式與數學/書籍/_舊版/04-微積分/_code/_more/calculus/partial.py,,2,"partial = def (f, p, k, h=0.01) :",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,01-程式與數學/書籍/_舊版/04-微積分/_code/_more/partial.py,,2,"partial = def (f, p, k, h=0.01) :",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,01-程式與數學/書籍/_舊版/05-機率統計/_code/05-機率統計/03-scipy/anovaTest1.py,,11,p = 1.845e-9 < 0.05，不接受H0: μ1 = μ2 = μ3  = μ4，飼料效果不同。,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,01-程式與數學/書籍/_舊版/07-計算理論/code/_bak/02-歌德爾的定理/01-羅素悖論/ressellSet2.py,,5,else:,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,01-程式與數學/習題/11-微分幾何/_code/04-diff_manifolds/4.4-geodesic.py,,96,"print(f""初始速度 $(v^{\\theta}_0, v^{\\phi}_0)$: ({v_theta0:.4f}, {v_phi0:.4f})"")",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,02-演算法/04-理論/02-λCalculus/_more/_code/λ.py,,5,IF    = λ c:λ x:λ y:c(x)(y) #  if: λ c x y. c x y # if c then x else y.,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,02-演算法/04-理論/02-λCalculus/_more/λ.py,,4,IF    = λ c:λ x:λ y:c(x)(y) #  if: λ c x y. c x y # if c then x else y.,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,02-演算法/04-理論/02-λCalculus/code/08-combinator/BCKW.py,,10,Y2 = lambda f:W(B f(B W(W K K))),true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,02-演算法/04-理論/02-λCalculus/code/09-lambda/λ.py,,5,IF    = λ c:λ x:λ y:c(x)(y) #  if: λ c x y. c x y # if c then x else y.,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/00-數學基礎/02-現代深度學習/04-機率統計/00-statistics/03-scipy/anovaTest1.py,,11,p = 1.845e-9 < 0.05，不接受H0: μ1 = μ2 = μ3  = μ4，飼料效果不同。,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/00-數學基礎/02-現代深度學習/04-機率統計/00-statistics/_more/aiTest.ipynb,,1,,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/00-數學基礎/02-現代深度學習/04-機率統計/00-statistics/_more/aiTest2.ipynb,,1,,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/00-數學基礎/02-現代深度學習/04-機率統計/00-statistics/_more/scatter1.py,,4,"data = :'a': np.arange(50),",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/00-數學基礎/02-現代深度學習/04-機率統計/00-statistics/_more/statistics/Untitled.ipynb,,1,,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/00-數學基礎/02-現代深度學習/04-機率統計/00-statistics/_more/statistics/aiTest.ipynb,,1,,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/00-數學基礎/02-現代深度學習/04-機率統計/00-statistics/_more/statistics/aiTest2.ipynb,,1,,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/00-數學基礎/02-現代深度學習/04-機率統計/00-statistics/_more/statistics/scatter1.py,,4,"data = :'a': np.arange(50),",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/00-數學基礎/02-現代深度學習/04-機率統計/00-statistics/_more/statistics/ttest1.py,,18,avar = a.(ddof=1),true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/00-數學基礎/02-現代深度學習/04-機率統計/00-statistics/_more/statistics/ttest2.py,,27,"T-test with different means, variance, and n:",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/00-數學基礎/02-現代深度學習/04-機率統計/00-statistics/_more/ttest1b.py,,18,avar = a.(ddof=1),true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/00-數學基礎/02-現代深度學習/04-機率統計/00-statistics/_more/ttest2b.py,,27,"T-test with different means, variance, and n:",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/00-數學基礎/02-現代深度學習/04-機率統計/受限波茲曼機/iorbm.py,,8,"hhrbm = RBM(input=???, n_visible=len(inputs[0]), n_hidden=n_hidden, numpy_rng=rng)",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/03-機器學習/01-傳統機器學習/03-ccc的實作/00-statistics/03-scipy/anovaTest1.py,,11,p = 1.845e-9 < 0.05，不接受H0: μ1 = μ2 = μ3  = μ4，飼料效果不同。,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/03-機器學習/01-傳統機器學習/03-ccc的實作/00-statistics/_more/aiTest.ipynb,,1,,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/03-機器學習/01-傳統機器學習/03-ccc的實作/00-statistics/_more/aiTest2.ipynb,,1,,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/03-機器學習/01-傳統機器學習/03-ccc的實作/00-statistics/_more/scatter1.py,,4,"data = :'a': np.arange(50),",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/03-機器學習/01-傳統機器學習/03-ccc的實作/00-statistics/_more/ttest1b.py,,18,avar = a.(ddof=1),true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/03-機器學習/01-傳統機器學習/03-ccc的實作/00-statistics/_more/ttest2b.py,,27,"T-test with different means, variance, and n:",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/07-電腦下棋/_more/01-chess/gomoku4.py,,58,while 0 <= x < 10 and 0 <= y <,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/08-語言交談/01-傳統NLP/01-語言處理/04-欄位填充/slot_notfinished.py,,44,def script(text):,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/08-語言交談/02-現代LLM/03-LLM改良/04a-微調/loratrain1.py,,15,!pip install transformers datasets accelerate bitsandbytes,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/08-語言交談/02-現代LLM/C1-mychat/system2/system2/scheduler/background/memgpt/memgpt1.py,,1,pip install -r requirements.txt,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,03-機器學習/_book/02-深度學習書/_codeMlxBook/03.4/autoDiff2.py,,5,"x = mx.array([[1.0, 2.0], [3.0, 4.0]]",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,_more/05-程式語言/code/10-py0語言/version/v1.1/genpy.py,,15,,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,_more/05-程式語言/code/10-py0語言/version/v1.3half/parser0.py,,285,while,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,_more/06-軟體工程/code/python/publish/ai6/solution_scheduling.py,,7,":'teacher': '  ', 'name':'　　', 'hours': -1,",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,_more/08-應用程式/code/05-chatgpt/_chat/01-chess/gomoku4.py,,58,while 0 <= x < 10 and 0 <= y <,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,_more/A0-Python/01-程式基礎/00e-python/10-gui/kivy/3d/objloader.py,,77,self.objects = :,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,_more/A0-Python/01-程式基礎/00e-python/98-exercise/poly1.py,,19,"return :'r': r[-lb+1:], 'q': q",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,_more/A0-Python/01-程式基礎/00e-python/publish/ai6/solution_scheduling.py,,7,":'teacher': '  ', 'name':'　　', 'hours': -1,",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,_more/A0-Python/01-程式基礎/10-gui/kivy/3d/objloader.py,,77,self.objects = :,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,_more/A0-Python/01-程式基礎/98-exercise/poly1.py,,19,"return :'r': r[-lb+1:], 'q': q",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,_more/A0-Python/01-程式基礎/publish/ai6/solution_scheduling.py,,7,":'teacher': '  ', 'name':'　　', 'hours': -1,",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,_more/_bak/04a-計算理論/code/03-丘奇的函數/code/λ.py,,4,IF    = λ c:λ x:λ y:c(x)(y) #  if: λ c x y. c x y # if c then x else y.,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,_more/_bak/04b-LambdaCalculus/08/BCKW.py,,10,Y2 = lambda f:W(B f(B W(W K K))),true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,_more/_bak/04b-LambdaCalculus/09/λ.py,,5,IF    = λ c:λ x:λ y:c(x)(y) #  if: λ c x y. c x y # if c then x else y.,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,_more/_bak/04b-LambdaCalculus/_code/λ.py,,5,IF    = λ c:λ x:λ y:c(x)(y) #  if: λ c x y. c x y # if c then x else y.,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cccbook/py2cs,9091b7096aa69f0b25236ec779450ee1534eddba,_more/_bak/04b-LambdaCalculus/_more/λ.py,,4,IF    = λ c:λ x:λ y:c(x)(y) #  if: λ c x y. c x y # if c then x else y.,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cluna80/AMD-Hackathon,9fbfd16e9b676be6ce1a62bd5e424dbf85bfc5b5,compound_ranking_analysis.py,,1,#!/usr/bin/env python3,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cluna80/AMD-Hackathon,9fbfd16e9b676be6ce1a62bd5e424dbf85bfc5b5,convert_100.py,,1,# -*- coding: utf-8 -*-,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cluna80/AMD-Hackathon,9fbfd16e9b676be6ce1a62bd5e424dbf85bfc5b5,docking_example.py,,1,import os,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cluna80/AMD-Hackathon,9fbfd16e9b676be6ce1a62bd5e424dbf85bfc5b5,novelty_check.py,,1,#!/usr/bin/env python3,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cluna80/AMD-Hackathon,9fbfd16e9b676be6ce1a62bd5e424dbf85bfc5b5,test_docking.py,,1,from vina_wrapper import VinaDocker,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,cluna80/AMD-Hackathon,9fbfd16e9b676be6ce1a62bd5e424dbf85bfc5b5,visualize_analogs.py,,1,#!/usr/bin/env python3,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,comp-physics/Quantum-HRF-Tomography,fc1788d0c5658f3ef400f3a29d621c39d1d35742,test.ipynb,,1,,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,eclipse-qrisp/Qrisp,29c397a3b7f35c31f7cfa939140cfd1a204a9ff0,src/qrisp/examples/jasp_demo.ipynb,1,1,https://shorturl.at/nXuEx,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,fishan/Veector,56ed17fb3ba31620b0e2ecbe2b1adfbd4327569f,!refs/buffer.py,,44,////////////////////////,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,fishan/Veector,56ed17fb3ba31620b0e2ecbe2b1adfbd4327569f,!refs/google_colab_model_to_blocks.py,,11,!rm -rf blocks/,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,huyenemma/qt-native-gate-optimization,3762f8044480958f7849c2b5acedd2a206cacb9c,recycle.py,,92,"return round(error_rate / ((n-1)/2, 4)",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,jakobmina/websteria,b4afdc12d1b3ec4981aa41bccdbad26c2ee5f00d,attention.ipynb,2,178,"devs      <- sapply(parsed, `[[`, ""dev"")",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
